CombinedSpineCont... started logging at time 03012018_173738 with 4 abstract markers.
time (sec),rot vert pos (rad),0_abstractMarker((0.5  0.5  0.5)).X,0_abstractMarker((0.5  0.5  0.5)).Y,0_abstractMarker((0.5  0.5  0.5)).Z,1_abstractMarker((0.2  0.7  0.2)).X,1_abstractMarker((0.2  0.7  0.2)).Y,1_abstractMarker((0.2  0.7  0.2)).Z,2_abstractMarker((0.5  0.2  0)).X,2_abstractMarker((0.5  0.2  0)).Y,2_abstractMarker((0.5  0.2  0)).Z,3_abstractMarker((0  0.7  0.7)).X,3_abstractMarker((0  0.7  0.7)).Y,3_abstractMarker((0  0.7  0.7)).Z,
13.938,0.0738032,-0.695667,1.49839,-0.0723951,-0.678936,1.49839,0.077675,0.0400955,1.49851,-0.0695613,0.0234304,1.49851,0.0805163,
13.9481,0.0740078,-0.695667,1.49839,-0.0723976,-0.678935,1.49839,0.0776725,0.0400957,1.49851,-0.0695599,0.0234269,1.49851,0.0805173,
13.9582,0.0743183,-0.695667,1.49839,-0.0724002,-0.678935,1.49839,0.0776699,0.0400959,1.49851,-0.0695584,0.0234233,1.49851,0.0805184,
13.9683,0.0746503,-0.695667,1.49839,-0.0724031,-0.678935,1.49839,0.077667,0.0400961,1.49851,-0.0695568,0.0234193,1.49851,0.0805194,
13.9784,0.0749182,-0.695667,1.49839,-0.0724061,-0.678934,1.49839,0.077664,0.0400963,1.49851,-0.0695552,0.0234148,1.49851,0.0805205,
13.9885,0.075064,-0.695666,1.49839,-0.0724092,-0.678934,1.49839,0.0776609,0.0400965,1.49851,-0.0695536,0.0234099,1.49851,0.0805216,
13.9986,0.0750994,-0.695666,1.49839,-0.0724121,-0.678934,1.49839,0.077658,0.0400967,1.49851,-0.0695519,0.023405,1.49851,0.0805227,
14.0087,0.0750969,-0.695666,1.49839,-0.0724148,-0.678934,1.49839,0.0776553,0.0400969,1.49851,-0.0695503,0.0234003,1.49851,0.0805237,
14.0188,0.0751319,-0.695666,1.49839,-0.0724174,-0.678933,1.49839,0.0776527,0.0400971,1.49851,-0.0695488,0.023396,1.49851,0.0805248,
14.0289,0.0752666,-0.695666,1.49839,-0.0724199,-0.678933,1.49839,0.0776502,0.0400973,1.49851,-0.0695473,0.0233923,1.49851,0.0805258,
14.039,0.0755279,-0.695665,1.49839,-0.0724225,-0.678933,1.49839,0.0776475,0.0400975,1.49851,-0.0695459,0.0233887,1.49851,0.0805268,
14.0491,0.075862,-0.695665,1.49839,-0.0724253,-0.678932,1.49839,0.0776447,0.0400977,1.49851,-0.0695444,0.023385,1.49851,0.0805279,
14.0592,0.0761775,-0.695665,1.49839,-0.0724284,-0.678932,1.49839,0.0776417,0.0400979,1.49851,-0.0695428,0.0233808,1.49851,0.0805289,
14.0693,0.0763975,-0.695665,1.49839,-0.0724315,-0.678932,1.49839,0.0776385,0.0400981,1.49851,-0.0695412,0.0233761,1.49851,0.08053,
14.0794,0.0764897,-0.695665,1.49839,-0.0724346,-0.678931,1.49839,0.0776354,0.0400984,1.49851,-0.0695396,0.0233711,1.49851,0.0805311,
14.0895,0.0764999,-0.695664,1.49839,-0.0724375,-0.678931,1.49839,0.0776325,0.0400986,1.49851,-0.069538,0.0233662,1.49851,0.0805321,
14.0996,0.0765074,-0.695664,1.49839,-0.0724402,-0.678931,1.49839,0.0776298,0.0400988,1.49851,-0.0695364,0.0233617,1.49851,0.0805331,
14.1097,0.0765819,-0.695664,1.49839,-0.0724429,-0.678931,1.49839,0.0776271,0.0400989,1.49851,-0.069535,0.0233577,1.49851,0.0805341,
14.1198,0.076776,-0.695664,1.49839,-0.0724455,-0.67893,1.49839,0.0776245,0.0400991,1.49851,-0.0695335,0.0233541,1.49851,0.0805351,
